Time,Channel A,Channel B
(ms),(V),(V)

-0.38367428,0.00366222,0.01208533
-0.38363428,0.00708029,0.01092563
-0.38359428,0.00610370,0.01336711
-0.38355428,0.00622578,0.01385540
-0.38351428,0.00292978,0.00964385
-0.38347428,0.00622578,0.01654103
-0.38343428,0.00567644,0.01324503
-0.38339428,0.00305185,0.01171911
-0.38335428,0.00824000,0.00952178
-0.38331428,0.00646992,0.01525925
-0.38327428,0.00836207,0.00799585
-0.38323428,0.00799585,0.01220740
-0.38319428,0.01019318,0.01287881
-0.38315428,0.00274667,0.01312296
-0.38311428,0.00726341,0.01489303
-0.38307428,0.01159703,0.00866726
-0.38303428,0.00726341,0.01184118
-0.38299428,0.00482192,0.00915555
-0.38295428,0.01501511,0.01641896
-0.38291428,0.01141392,0.00982696
-0.38287428,0.00762963,0.00726341
-0.38283428,0.00659200,0.01416059
-0.38279428,0.00378430,0.01617481
-0.38275428,0.00317393,0.01300089
-0.38271428,0.00988800,0.01385540
-0.38267428,0.00482192,0.01184118
-0.38263428,0.00543230,0.01196326
-0.38259428,0.00317393,0.01055940
-0.38255428,0.00671407,0.01080355
-0.38251428,0.00811792,0.01556444
-0.38247428,0.00073244,0.01092563
-0.38243428,0.00250252,0.01477096
-0.38239428,0.01019318,0.01373333
-0.38235428,0.00878933,0.01416059
-0.38231428,0.00354015,0.01684622
-0.38227428,0.00683615,0.01348918
-0.38223428,0.00598163,0.00994903
-0.38219428,0.00329600,0.01605274
-0.38215428,0.00927763,0.01348918
-0.38211428,0.00555437,0.01348918
-0.38207428,0.00445570,0.01336711
-0.38203428,0.01159703,0.01348918
-0.38199428,0.00878933,0.01696829
-0.38195428,0.00555437,0.01336711
-0.38191428,0.00402844,0.01263466
-0.38187428,0.00659200,0.00714133
-0.38183428,0.00354015,0.01617481
-0.38179428,0.00555437,0.01452681
-0.38175428,0.00976592,0.01312296
-0.38171428,0.00726341,0.01886044
-0.38167428,0.00695822,0.00994903
-0.38163428,0.00250252,0.01220740
-0.38159428,0.00177007,0.01055940
-0.38155428,0.00402844,0.01605274
-0.38151428,0.00366222,0.00543230
-0.38147428,0.00646992,0.01196326
-0.38143428,0.00213630,0.01617481
-0.38139428,0.01092563,0.01245155
-0.38135428,0.00646992,0.00842311
-0.38131428,0.00976592,0.01440474
-0.38127428,0.00469985,0.01324503
-0.38123428,0.00659200,0.01513718
-0.38119428,0.00836207,0.01428266
-0.38115428,0.00762963,0.01361126
-0.38111428,0.00274667,0.01934873
-0.38107428,0.00964385,0.01275674
-0.38103428,0.00378430,0.01464888
-0.38099428,0.00622578,0.01348918
-0.38095428,0.00860622,0.01782281
-0.38091428,0.00726341,0.01849422
-0.38087428,0.00824000,0.01464888
-0.38083428,0.00848415,0.01666311
-0.38079428,0.00366222,0.00982696
-0.38075428,0.00915555,0.01373333
-0.38071428,0.00695822,0.01135289
-0.38067428,0.00457778,0.00671407
-0.38063428,0.01080355,0.01220740
-0.38059428,0.00531022,0.01245155
-0.38055428,0.01080355,0.01361126
-0.38051428,0.00683615,0.00878933
-0.38047428,0.00317393,0.01556444
-0.38043428,0.00659200,0.01019318
-0.38039428,0.00915555,0.01275674
-0.38035428,0.00531022,0.01007111
-0.38031428,0.00427259,0.02063051
-0.38027428,0.01019318,0.00762963
-0.38023428,0.00836207,0.01080355
-0.38019428,0.00726341,0.01428266
-0.38015428,0.00988800,0.01080355
-0.38011428,0.00799585,0.01232948
-0.38007428,0.00531022,0.01593066
-0.38003428,0.00646992,0.01385540
-0.37999428,0.00555437,0.01159703
-0.37995428,0.00726341,0.01348918
-0.37991428,0.00915555,0.01263466
-0.37987428,0.00878933,0.01721244
-0.37983428,0.00836207,0.01220740
-0.37979428,0.00683615,0.01403851
-0.37975428,0.01019318,0.00939970
-0.37971428,0.01220740,0.01312296
-0.37967428,0.00927763,0.01043733
-0.37963428,0.00518815,0.01147496
-0.37959428,0.00671407,0.01361126
-0.37955428,0.01104770,0.01922666
-0.37951428,0.00939970,0.01501511
-0.37947428,0.01116977,0.00714133
-0.37943428,0.00366222,0.00878933
-0.37939428,0.01031526,0.00891141
-0.37935428,0.01001007,0.01019318
-0.37931428,0.01129185,0.01513718
-0.37927428,0.00811792,0.01232948
-0.37923428,0.00939970,0.01287881
-0.37919428,0.01141392,0.00982696
-0.37915428,0.00659200,0.01275674
-0.37911428,0.01001007,0.01043733
-0.37907428,0.01080355,0.01525925
-0.37903428,0.00494400,0.01385540
-0.37899428,0.00726341,0.01135289
-0.37895428,0.00964385,0.01196326
-0.37891428,0.01257363,0.01403851
-0.37887428,0.00634785,0.01275674
-0.37883428,0.00305185,0.01525925
-0.37879428,0.01080355,0.01123081
-0.37875428,0.00610370,0.01220740
-0.37871428,0.00659200,0.01544237
-0.37867428,0.00305185,0.01055940
-0.37863428,0.00329600,0.01513718
-0.37859428,0.01159703,0.01385540
-0.37855428,0.00622578,0.01336711
-0.37851428,0.00824000,0.01208533
-0.37847428,0.00567644,0.01263466
-0.37843428,0.00567644,0.01641896
-0.37839428,0.01129185,0.00787378
-0.37835428,0.00799585,0.01361126
-0.37831428,0.00225837,0.01361126
-0.37827428,0.00427259,0.01312296
-0.37823428,0.00726341,0.01232948
-0.37819428,0.00390637,0.01416059
-0.37815428,0.00469985,0.01666311
-0.37811428,0.00457778,0.01263466
-0.37807428,0.00695822,0.01440474
-0.37803428,0.01220740,0.01721244
-0.37799428,0.00695822,0.01348918
-0.37795428,0.01409955,0.00891141
-0.37791428,0.01220740,0.01580859
-0.37787428,0.00585955,0.01464888
-0.37783428,0.00610370,0.01440474
-0.37779428,0.00726341,0.01709037
-0.37775428,0.00531022,0.01263466
-0.37771428,0.00695822,0.00799585
-0.37767428,0.00695822,0.00726341
-0.37763428,0.00366222,0.01629688
-0.37759428,0.00494400,0.01373333
-0.37755428,0.01116977,0.01184118
-0.37751428,0.00317393,0.01428266
-0.37747428,0.00329600,0.01403851
-0.37743428,0.00964385,0.01232948
-0.37739428,0.00622578,0.01123081
-0.37735428,0.00189215,0.01324503
-0.37731428,0.00518815,0.01324503
-0.37727428,0.00225837,0.01007111
-0.37723428,0.00708029,0.01171911
-0.37719428,0.00824000,0.01709037
-0.37715428,0.00787378,0.01641896
-0.37711428,0.00671407,0.01666311
-0.37707428,0.01001007,0.01092563
-0.37703428,0.01324503,0.01184118
-0.37699428,0.01257363,0.01147496
-0.37695428,0.00811792,0.01159703
-0.37691428,0.00775170,0.01123081
-0.37687428,0.00567644,0.01580859
-0.37683428,0.01129185,0.01556444
-0.37679428,0.00811792,0.01208533
-0.37675428,0.00952178,0.01300089
-0.37671428,0.01116977,0.00982696
-0.37667428,0.00506607,0.01031526
-0.37663428,0.01281777,0.01373333
-0.37659428,0.00506607,0.00927763
-0.37655428,0.00738548,0.01403851
-0.37651428,0.00750755,0.00903348
-0.37647428,0.00341807,0.00659200
-0.37643428,0.00659200,0.00866726
-0.37639428,0.00585955,0.01068148
-0.37635428,0.00659200,0.00903348
-0.37631428,0.00036622,0.01159703
-0.37627428,0.00567644,0.01300089
-0.37623428,0.00427259,0.01080355
-0.37619428,0.00695822,0.01068148
-0.37615428,0.00213630,0.01403851
-0.37611428,0.00506607,0.01641896
-0.37607428,0.00543230,0.01080355
-0.37603428,0.00598163,0.01055940
-0.37599428,0.00903348,0.01171911
-0.37595428,0.00836207,0.01220740
-0.37591428,0.00988800,0.00994903
-0.37587428,0.01031526,0.01263466
-0.37583428,0.00787378,0.01245155
-0.37579428,0.01116977,0.00903348
-0.37575428,0.00799585,0.01593066
-0.37571428,0.00976592,0.01159703
-0.37567428,0.00750755,0.01031526
-0.37563428,0.00750755,0.01440474
-0.37559428,0.00762963,0.01135289
-0.37555428,0.00976592,0.01684622
-0.37551428,0.00634785,0.01220740
-0.37547428,0.00787378,0.00994903
-0.37543428,0.00567644,0.01220740
-0.37539428,0.00952178,0.01312296
-0.37535428,0.00305185,0.01220740
-0.37531428,0.01141392,0.01312296
-0.37527428,0.00482192,0.01403851
-0.37523428,0.00976592,0.01385540
-0.37519428,0.00262459,0.01806696
-0.37515428,0.00317393,0.01709037
-0.37511428,0.00878933,0.01092563
-0.37507428,0.00891141,0.01019318
-0.37503428,0.01184118,0.01092563
-0.37499428,0.00567644,0.01556444
